Year,Type,Country,Area,Activity,Reference
2008.0,Unprovoked,NEW CALEDONIA,North Province,Fishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.05.07.b-NewCaledonia.pdf
2008.0,Unprovoked,USA,Florida,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.05.07.a-Atcha.pdf
2008.0,Unprovoked,MEXICO,Guerro,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.28.b-Ruiz.pdf
2008.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.28.a-Alger.pdf
2008.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.27-Tobin.pdf
2008.0,Unprovoked,NEW CALEDONIA,North Province,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.26.b-Vilain.pdf
2008.0,Provoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.26.a-Pattison.pdf
2008.0,Unprovoked,USA,California,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.25-DaveMartin.pdf
2008.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.20.b-Girl.pdf
2008.0,Invalid,SOUTH AFRICA,KwaZulu-Natal,Free-diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.19.R-Avenier.pdf
2008.0,Invalid,MEXICO,Quintana Roo,Swimming,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.18-Villanueva.pdf
2008.0,Invalid,AUSTRALIA,Queensland,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.17-Weale.pdf
2008.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.15-Phillips.pdf
2008.0,Unprovoked,USA,Florida,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.25-Canganelli.pdf
2008.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.08.R-NSB-2.pdf
2008.0,Unprovoked,AUSTRALIA,New South Wales,Body boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.08.a-Edmonds.pdf
2008.0,Unprovoked,USA,Florida,Walking out of the water after surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.04.03-Giangrasso.pdf
2008.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Fishing from surfski,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.28.c-Peens.pdf
2008.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.28.b-Lemelin.pdf
2008.0,Unprovoked,USA,Florida,Boogie Boarding,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.28.a-Holloway.pdf
2008.0,Unprovoked,USA,Florida,Walking out of the water after surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.23-NewSmyrnaBeach.pdf
2008.0,Unprovoked,USA,Florida,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.21-NewSmyrnaBeach.pdf
2008.0,Unprovoked,USA,Florida,Jet skiing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.15-BonitaSprings.pdf
2008.0,Unprovoked,USA,California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.03.07-Larkin.pdf
2008.0,Unprovoked,BAHAMAS,Northern Bahamas,Diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.02.24-Groh.pdf
2008.0,Unprovoked,FRENCH POLYNESIA,Society Islands,Spearfishing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.02.21.R-Hauta.pdf
2008.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.02.15-Bradner.pdf
2008.0,Unprovoked,AUSTRALIA,New South Wales,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.02.07-Casey.pdf
2008.0,Unprovoked,USA,Florida,Surf-skiing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.02.06-Surfer.pdf
2008.0,Provoked,JAPAN,Tokyo Bay,Diving,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.01.30-GoblinShark.pdf
2008.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Surf-skiing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.01.29-Symington.pdf
2008.0,Provoked,AUSTRALIA,Queensland,Accidentally stood on hooked shark's tail before attempting to gut it ,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.01.27-Tinson.pdf
2008.0,Invalid,NEW ZEALAND,South Island,Wading,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.01.19.R-O'Neill.pdf
2008.0,Boat,NEW ZEALAND,North Island,Attempting to chase shark out to sea,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.01.14-inflatable-boat.pdf
2008.0,Unprovoked,USA,Florida,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.01.10-Marsden.pdf
2008.0,Provoked,USA,Florida,Fishing for snapper,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.00.00.b-Silva.pdf
2008.0,Unprovoked,MEXICO,Baja California,Surfing,http://sharkattackfile.net/spreadsheets/pdf_directory/2008.00.00.a-Edwards.pdf
